timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1710432499108,92,Get all Heroes,200,OK,Thread Group 1-12,text,true,,244,127,31,31,http://localhost:3001/characters,82,0,43
1710432499106,93,Get all Heroes,200,OK,Thread Group 1-3,text,true,,244,127,31,31,http://localhost:3001/characters,84,0,44
1710432499111,89,Get all Heroes,200,OK,Thread Group 1-21,text,true,,244,127,31,31,http://localhost:3001/characters,84,0,42
1710432499105,95,Get all Heroes,200,OK,Thread Group 1-1,text,true,,244,127,31,31,http://localhost:3001/characters,89,0,45
1710432499107,93,Get all Heroes,200,OK,Thread Group 1-13,text,true,,244,127,31,31,http://localhost:3001/characters,87,0,46
1710432499151,49,Get all Heroes,200,OK,Thread Group 1-26,text,true,,244,127,32,32,http://localhost:3001/characters,43,0,2
1710432499107,93,Get all Heroes,200,OK,Thread Group 1-14,text,true,,244,127,32,32,http://localhost:3001/characters,87,0,46
1710432499135,65,Get all Heroes,200,OK,Thread Group 1-25,text,true,,244,127,32,32,http://localhost:3001/characters,58,0,18
1710432499107,92,Get all Heroes,200,OK,Thread Group 1-2,text,true,,244,127,32,32,http://localhost:3001/characters,85,0,44
1710432499108,92,Get all Heroes,200,OK,Thread Group 1-18,text,true,,244,127,32,32,http://localhost:3001/characters,90,0,45
1710432499105,94,Get all Heroes,200,OK,Thread Group 1-5,text,true,,244,127,32,32,http://localhost:3001/characters,94,0,49
1710432499107,93,Get all Heroes,200,OK,Thread Group 1-20,text,true,,244,127,31,31,http://localhost:3001/characters,89,0,44
1710432499110,90,Get all Heroes,200,OK,Thread Group 1-10,text,true,,244,127,32,32,http://localhost:3001/characters,90,0,43
1710432499106,94,Get all Heroes,200,OK,Thread Group 1-6,text,true,,244,127,31,31,http://localhost:3001/characters,84,0,44
1710432499107,94,Get all Heroes,200,OK,Thread Group 1-9,text,true,,244,127,31,31,http://localhost:3001/characters,83,0,46
1710432499107,94,Get all Heroes,200,OK,Thread Group 1-19,text,true,,244,127,32,32,http://localhost:3001/characters,89,0,44
1710432499107,109,Get all Heroes,200,OK,Thread Group 1-8,text,true,,244,127,32,32,http://localhost:3001/characters,109,0,47
1710432499129,88,Get all Heroes,200,OK,Thread Group 1-24,text,true,,244,127,32,32,http://localhost:3001/characters,88,0,25
1710432499116,101,Get all Heroes,200,OK,Thread Group 1-23,text,true,,244,127,32,32,http://localhost:3001/characters,101,0,38
1710432499107,111,Get all Heroes,200,OK,Thread Group 1-11,text,true,,244,127,32,32,http://localhost:3001/characters,111,0,47
1710432499104,114,Get all Heroes,200,OK,Thread Group 1-15,text,true,,244,127,32,32,http://localhost:3001/characters,114,0,50
1710432499107,110,Get all Heroes,200,OK,Thread Group 1-7,text,true,,244,127,32,32,http://localhost:3001/characters,110,0,46
1710432499107,112,Get all Heroes,200,OK,Thread Group 1-16,text,true,,244,127,32,32,http://localhost:3001/characters,112,0,48
1710432499108,113,Get all Heroes,200,OK,Thread Group 1-17,text,true,,244,127,32,32,http://localhost:3001/characters,112,0,46
1710432499109,114,Get all Heroes,200,OK,Thread Group 1-22,text,true,,244,127,33,33,http://localhost:3001/characters,114,0,47
1710432499210,14,Get Hero by ID,200,OK,Thread Group 1-21,text,true,,192,129,33,33,http://localhost:3001/character/id,14,0,0
1710432499210,18,Get Hero by ID,200,OK,Thread Group 1-3,text,true,,192,129,33,33,http://localhost:3001/character/id,18,0,0
1710432499214,16,Get Hero by ID,200,OK,Thread Group 1-19,text,true,,192,129,33,33,http://localhost:3001/character/id,16,0,0
1710432499214,16,Get Hero by ID,200,OK,Thread Group 1-9,text,true,,192,129,33,33,http://localhost:3001/character/id,16,0,0
1710432499209,22,Get Hero by ID,200,OK,Thread Group 1-1,text,true,,192,129,33,33,http://localhost:3001/character/id,22,0,0
1710432499211,27,Get Hero by ID,200,OK,Thread Group 1-25,text,true,,192,129,35,35,http://localhost:3001/character/id,27,0,0
1710432499210,28,Get Hero by ID,200,OK,Thread Group 1-26,text,true,,192,129,35,35,http://localhost:3001/character/id,28,0,0
1710432499210,28,Get Hero by ID,200,OK,Thread Group 1-14,text,true,,192,129,35,35,http://localhost:3001/character/id,28,0,0
1710432499213,25,Get Hero by ID,200,OK,Thread Group 1-6,text,true,,192,129,35,35,http://localhost:3001/character/id,25,0,0
1710432499213,26,Get Hero by ID,200,OK,Thread Group 1-10,text,true,,192,129,35,35,http://localhost:3001/character/id,26,0,0
1710432499213,30,Get Hero by ID,200,OK,Thread Group 1-20,text,true,,192,129,35,35,http://localhost:3001/character/id,29,0,0
1710432499218,26,Get Hero by ID,200,OK,Thread Group 1-23,text,true,,192,129,35,35,http://localhost:3001/character/id,26,0,0
1710432499205,40,Get Hero by ID,200,OK,Thread Group 1-12,text,true,,192,129,35,35,http://localhost:3001/character/id,40,0,0
1710432499219,27,Get Hero by ID,200,OK,Thread Group 1-15,text,true,,192,129,35,35,http://localhost:3001/character/id,27,0,0
1710432499218,29,Get Hero by ID,200,OK,Thread Group 1-11,text,true,,192,129,35,35,http://localhost:3001/character/id,29,0,0
1710432499213,36,Get Hero by ID,200,OK,Thread Group 1-5,text,true,,192,129,36,36,http://localhost:3001/character/id,36,0,0
1710432499208,41,Get Hero by ID,200,OK,Thread Group 1-13,text,true,,192,129,36,36,http://localhost:3001/character/id,41,0,0
1710432499217,35,Get Hero by ID,200,OK,Thread Group 1-24,text,true,,192,129,36,36,http://localhost:3001/character/id,35,0,0
1710432499219,33,Get Hero by ID,200,OK,Thread Group 1-7,text,true,,192,129,36,36,http://localhost:3001/character/id,33,0,0
1710432499217,36,Get Hero by ID,200,OK,Thread Group 1-8,text,true,,192,129,36,36,http://localhost:3001/character/id,36,0,0
1710432499212,40,Get Hero by ID,200,OK,Thread Group 1-2,text,true,,192,129,36,36,http://localhost:3001/character/id,40,0,0
1710432499212,43,Get Hero by ID,200,OK,Thread Group 1-18,text,true,,192,129,36,36,http://localhost:3001/character/id,43,0,0
1710432499106,151,Get all Heroes,200,OK,Thread Group 1-4,text,true,,244,127,37,37,http://localhost:3001/characters,151,0,48
1710432499226,33,Create New Hero,200,OK,Thread Group 1-21,text,true,,235,230,37,37,http://localhost:3001/character,33,0,0
1710432499229,33,Create New Hero,200,OK,Thread Group 1-3,text,true,,235,230,37,37,http://localhost:3001/character,33,0,0
